Club,Player,Month,Year,Miles
ger,ljone104,Jun,85,1188.33
dar,mjone101,Nov,72,3280
kjh,gframe102,May,18,566.75
faq,lgime103,Feb,67,1525.33
saz,lgime102,Dec,83,1201.25
fgn,jline104,Apr,98,898.67
hgg,NULL,Sep,78,541.25
fgn,mpete103,Nov,17,1508.5
NULL,NULL,Sep,97,763
gda,hyera102,Aug,64,3927
daw,jstro102,May,73,1539
gda,juooli101,Jun,73,928.67
gvv,pharv101,Mar,02,1202
dbe,abera101,Jan,72,2307
ddf,jstro102,Sep,94,1029.5
gbn,mharr102,Mar,14,1071
sad,pharv103,Jun,03,888.67
hgg,mjone103,Jan,80,2598
der,gframe102,Sep,71,1579.67
faq,hyera102,Oct,89,789.33
fgn,pplin102,Mar,67,1240.5
gda,jstro102,Dec,06,1791.5
glk,mpete102,Jul,07,2345
NULL,pharv101,May,69,1653.5
swe,juooli101,Apr,95,2982
dar,jline104,Feb,94,1627.5
gbn,pterv104,Jul,98,796.75
gth,jstro102,Sep,13,814.33
saz,jstro102,Mar,85,1031
gbn,pharv103,Oct,92,3175
der,kline102,Aug,18,1327
fed,mharr102,Jun,15,559.5
gda,mpete103,Mar,07,4715
ger,kline101,Dec,98,3175
dbe,mjone101,Aug,74,971.25
dbe,lgime103,May,93,2774
faq,jstro104,Mar,99,1420.67
sad,mjone102,May,76,3627
ddf,jstro102,May,06,3005
gda,hyera102,Dec,64,1532.33
gth,mpete102,Feb,10,2073.5
gth,lgime101,Oct,82,2875
gbn,pharm101,Dec,86,2904
swe,mjone102,Jan,95,1611.5
fgn,gframe102,Apr,86,1084.75
fgn,pplin102,Jan,17,2185
saz,dfab103,Nov,00,2445.5
swe,gframe102,Aug,19,4603
saz,pharv102,Dec,18,834
frt,kline102,Jun,15,1222
fed,kline101,May,90,2153
hgg,gframe102,Dec,86,554
dew,pterv104,Apr,85,693
daw,mpete102,Apr,94,3330
fgn,abera101,Jun,07,1120
gbn,mjone102,May,84,1211
swe,mharr102,Aug,00,1792.5
dbe,jline104,Mar,98,1915
kjh,lgime103,Dec,71,618.75
dbe,pharv102,May,03,983.33
gvv,pharv102,Dec,82,1125.33
ger,abera101,Jul,17,830
dew,pharv102,Feb,09,1171
gth,mpede104,Jul,87,1470.5
dar,mpete103,Jul,75,1888.5
kjh,pharv102,Nov,72,568.75
kjh,juooli101,Nov,87,1434.33
dar,NULL,May,80,1864
frt,pharv103,Feb,73,2350.5
daw,jstro101,Dec,85,1049.5
gbn,ljone104,Sep,87,848.25
gda,mharr102,Dec,97,1239.75
hgg,NULL,Oct,67,664
NULL,pterv104,Sep,64,921
kjh,hdaerr101,Sep,94,3682
gth,mjone101,Jul,65,789.5
hgg,mjone103,Apr,68,4095
faq,abera101,Jun,01,2494.5
ger,dfab103,Aug,10,1204.5
saz,jstro104,Jun,80,1908.5
gth,lsamme104,Jul,13,903.75
sdd,mpete103,Feb,74,1321.67
sad,juooli101,Nov,76,1502
der,pharv103,Mar,18,2760
der,jstro104,Mar,73,1344
gda,pharv103,Aug,64,1525.67
der,mpete102,Oct,90,2043.5
hgg,hyera102,Mar,12,4834
glk,lsamme104,Sep,17,680
gvv,mharr101,Nov,04,985.33
sad,dfab103,Aug,15,904
gda,mpete101,Jul,13,1971.5
NULL,pharv102,Jul,18,564.5
ddf,abera101,Dec,13,1293.67
gda,ljone104,Jan,88,733
frt,kline102,Oct,65,2344
gth,NULL,Nov,04,953.75
dar,mpete101,Jun,82,1011.5
frt,pplin102,Sep,71,1995
saz,mharr103,Mar,14,1626.33
gvv,NULL,Apr,65,1754
gth,jstro102,Oct,82,765
dar,jstro102,Jan,86,1357.67
dew,pharv101,Aug,74,2228
gbn,hyera102,Sep,04,2378
dar,lgime101,Jan,96,2951
saz,jstro101,Jan,96,1004
gth,pharm101,Aug,11,1676
faq,jstro104,May,64,1154.75
gbn,pterv104,Nov,90,4242
gvv,lgime103,Dec,85,879.75
frt,lgime101,May,19,848.67
frt,jstro102,Oct,73,636.25
dar,pterv104,May,10,4428
ger,pplin102,Oct,84,1841
glk,pplin102,May,80,1813
frt,NULL,Dec,02,3876
dew,NULL,May,99,1046
gda,pharv102,Aug,05,977.25
ger,pharv101,Apr,16,1188
gth,pharv101,Aug,01,4323
dew,mjone103,Nov,05,1489.67
ddf,hyera102,Aug,80,1004.5
gth,jstro101,Oct,95,623.25
sad,lsamme104,Jun,80,2409
daw,pharv102,Feb,64,1781.5
gvv,juooli101,May,07,512.75
saz,mharr103,Feb,11,1585.5
gvv,jstro104,Sep,73,2254
fgn,pharv102,Oct,64,1200.25
fed,jline104,May,02,3785
gda,mpete101,Nov,05,2139
gth,jstro102,Oct,65,2380
fgn,NULL,Dec,97,4772
ddf,kline103,Jul,12,574
gth,juooli101,Dec,10,3317
NULL,lgime102,Sep,70,1680
gda,mharr103,Dec,06,659.25
gth,mharr101,Jul,07,2128.5
ddf,abera101,Jul,17,611.25
dar,mjone101,Dec,19,1594.5
ger,lgime102,Nov,99,2073.5
daw,jstro102,Apr,70,2919
dew,jstro102,Feb,87,543.25
fgn,jline104,Jun,64,2196.5
ddf,NULL,Feb,83,1681
daw,pharv102,Jun,81,1207.33
hgg,mpete103,May,92,1344.5
der,pterv104,Sep,04,635.5
gvv,pharm101,Feb,66,1548.33
der,pterv104,Mar,02,4123
NULL,pharv101,Oct,11,1642.33
fed,jline104,Sep,05,2411.5
dew,pharv102,Jul,00,668
sdd,pharv102,Jun,83,1913.5
dar,mharr101,Oct,09,892.67
NULL,pplin102,Apr,13,2854
glk,lgime102,Feb,15,2233.5
hgg,ljone104,Jul,77,4195
saz,pharv102,Oct,02,1767
saz,mpete103,Jul,95,861.5
swe,mjone101,Feb,00,3910
glk,jstro102,Aug,86,1644.33
frt,mpete103,Jan,98,1016.67
fgn,mharr103,Aug,90,1598.33
fed,hyera102,Aug,87,1149.33
gbn,abera101,Feb,19,980.33
gda,abera101,Mar,76,1646.67
swe,hyera102,Dec,03,1114.25
sad,jstro104,Oct,77,914
dar,pharv101,Feb,74,1281
glk,lsamme104,Sep,96,581.5
dbe,jstro104,Nov,79,1618
gvv,jstro104,Oct,04,1490.67
saz,lsamme104,Jul,88,1620
gth,pharv103,Mar,89,4591
gbn,dfab103,Nov,10,992
kjh,mpete101,Sep,72,2582
gda,lgime103,Nov,84,717
fgn,lgime102,Jul,83,2875
fed,mpete101,Nov,66,1382.5
gbn,NULL,Feb,16,803.5
gbn,pharv102,Sep,71,1370
gbn,mpete101,Jun,08,4576
daw,NULL,Sep,85,1279.5
swe,lsamme104,Aug,76,1582
fed,mharr101,Sep,10,905
NULL,dfab103,Jun,82,1064.33
gda,jstro102,Aug,08,2020
ger,lgime102,Oct,76,1213
NULL,jstro104,Jul,83,1523.5
sad,jline104,Jul,06,2189
faq,jstro104,Feb,11,1556.5
faq,mpede104,Oct,72,558
glk,pharv101,Jan,18,1305.5
dew,kline101,Feb,01,1999
daw,lgime102,Dec,72,1484
saz,jstro102,Apr,92,4132
dew,jstro102,Nov,71,1605
gvv,jstro102,Jun,04,4976
ger,kline103,May,02,864.67
swe,jstro104,May,71,1096.25
ddf,hdaerr101,Aug,65,4774
dew,jstro102,Oct,89,992.5
dar,lgime102,Dec,74,1843.5
sdd,jline104,Dec,91,3448
saz,dfab103,Nov,12,876
NULL,hdaerr101,Mar,92,1004.75
sad,pterv104,Sep,83,726.33
sdd,pharv103,Oct,19,723
gth,mpede104,Sep,76,1029
dew,mharr101,Nov,91,2211.5
hgg,NULL,Jul,07,1356.33
ger,jstro101,Mar,09,982
fgn,lsamme104,Oct,09,703.5
ddf,jstro102,Feb,88,1030
sdd,mpete102,Jul,77,2284.5
gbn,jstro104,Dec,70,1235.67
fed,pharm101,Apr,18,3113
faq,hyera102,Jul,92,1379.33
kjh,mjone103,Aug,16,998.75
frt,lsamme104,Feb,74,2229.5
gth,jstro104,May,74,1397
gvv,mpete101,Apr,87,4507
saz,pterv104,Jun,02,2825
hgg,kline101,Jul,98,3441
gvv,jstro104,May,71,1619.67
daw,mpede104,Aug,84,1490.67
swe,NULL,Jan,93,723.67
dar,jstro104,Nov,07,1112.75
NULL,NULL,Jan,03,1602
sdd,pterv104,Dec,83,1126
dew,pharv101,Nov,72,1241.5
sdd,lgime101,Feb,68,1279.33
glk,pharv101,Jan,68,905.67
gth,pharv102,May,64,1434
faq,lgime101,Sep,14,1169
ddf,jline104,Aug,02,978
gth,mharr102,Oct,09,778.33
sad,pplin102,Dec,16,874.5
gda,mharr103,Aug,02,3401
faq,lsamme104,Sep,12,1222.25
NULL,jstro102,Mar,82,1590.67
NULL,hdaerr101,Mar,93,907.5
faq,pharv102,May,95,2079.5
gth,pterv104,Feb,05,2189
ddf,NULL,Jul,87,1385
fgn,lgime103,Jan,91,4091
der,lgime102,Mar,64,1576.33
der,pharv102,Nov,73,1079.75
glk,lgime102,Jul,78,2778
fgn,hdaerr101,Feb,19,2457
daw,dfab103,Nov,77,615
dar,mpede104,Jul,19,2479
daw,jstro102,Mar,64,1546.67
fgn,jstro102,Aug,07,4822
ger,dfab103,Jun,90,709.67
NULL,mpete101,Aug,92,2316.5
dar,kline102,May,79,957.5
dbe,mpete101,Jan,82,639.25
NULL,jstro104,May,67,824.67
glk,pharv102,Jan,96,1128.67
daw,ljone104,Apr,07,3394
sdd,pharv102,Aug,86,2365.5
dew,kline103,Nov,03,1146
faq,kline102,Jun,81,3170
sad,pharv102,Nov,16,2171
swe,jstro102,Aug,15,513.75
hgg,NULL,Apr,98,1436.5
glk,pharv102,Jul,14,674.33
fed,juooli101,Sep,09,2299
daw,ljone104,Jul,89,931.5
kjh,jline104,Mar,99,1463.67
gvv,lgime103,Dec,98,2006
der,kline103,Oct,69,1184.5
daw,mpete101,Jun,01,2347
dew,mpete101,Nov,74,2902
dar,mjone103,Nov,17,1207.5
saz,mjone102,Apr,00,1022.5
faq,abera101,Jun,68,1702
frt,dfab103,Jul,16,1321.5
kjh,mharr103,Apr,18,1494.67
gth,mharr103,Jun,87,3935
dew,gframe102,Sep,92,1624
daw,jstro102,May,68,894.5
der,jline104,Sep,99,1142.25
der,jstro104,Jun,86,2096.5
gth,NULL,Dec,94,2235
saz,pharv102,Jan,84,2306
fed,jstro102,May,94,2609
ger,mharr103,Feb,73,581.75
NULL,mharr103,Aug,12,669.75
sad,pterv104,Jan,02,1359.5
frt,mjone102,Oct,77,3644
gvv,pharm101,Jul,08,1455.67
der,mpede104,Mar,96,2216
dar,mpete102,Aug,87,4616
gth,mharr101,Jul,75,3102
dew,ljone104,Feb,68,803.5
faq,mjone103,Feb,72,924.5
hgg,lgime102,Apr,15,1574
dar,gframe102,Aug,10,1109
frt,kline102,Feb,91,1520
faq,abera101,Aug,10,652
gth,mjone101,Sep,87,1512
faq,pharv101,Jul,07,1692
ddf,mjone101,Oct,10,677.75
dew,mharr103,Mar,67,2398
daw,juooli101,Oct,79,884.33
kjh,NULL,Jan,80,2276.5
frt,dfab103,May,67,1452.67
kjh,lgime102,Feb,15,4860
gbn,jstro102,Nov,07,1370.5
saz,jstro102,May,19,1066.67
ddf,jstro101,Mar,17,817
NULL,pharv101,Jul,78,1510.33
faq,hdaerr101,May,16,734.33
kjh,lgime101,Jan,09,2995
dbe,mharr101,Oct,80,807.67
dar,NULL,Jun,70,866
sad,jline104,Jan,67,525
frt,pterv104,Jan,75,2463
gvv,pharv102,May,76,2930
dbe,kline101,Oct,03,3376
gda,jstro102,Sep,65,1461
glk,kline102,Mar,07,4182
glk,mpete101,Jan,75,1114
fed,mharr103,Jan,77,914
daw,pplin102,Dec,78,4253
fgn,jline104,Nov,87,799.5
dbe,hyera102,Dec,98,1144
gbn,mjone102,Jan,04,4237
frt,mharr103,Apr,67,1130
fed,mpete103,May,65,1533
fgn,kline103,Sep,99,616
dbe,lgime103,Jun,02,721.75
swe,abera101,Aug,76,882.25
frt,jstro102,Jan,74,4943
frt,lgime103,Sep,67,1178
sdd,gframe102,Mar,14,1188.25
fed,jstro104,Nov,76,2820
gvv,NULL,Apr,87,872
gvv,jstro102,Feb,68,3115
ddf,lsamme104,Aug,00,2089
dbe,mpete101,Nov,10,1034.5
faq,NULL,May,69,1388.33
sad,mpete101,Mar,66,1735
gda,lgime103,Mar,77,812
sdd,NULL,Nov,65,529.5
ddf,mpete102,Oct,68,2351
ddf,pharv103,Jul,09,762.25
sdd,kline101,May,95,1742.5
fgn,abera101,Mar,91,1222.75
ddf,NULL,Mar,16,2437
saz,jstro101,Feb,93,1288.5
gda,ljone104,Nov,17,1245.5
gda,mjone101,Apr,85,3509
NULL,mjone102,Sep,68,4574
ger,lsamme104,Jan,85,1277.33
der,hdaerr101,Sep,93,1988.5
ger,NULL,Mar,17,1397.33
daw,pharv101,Sep,65,932.5
gda,ljone104,Dec,66,629
NULL,mjone101,Jul,74,4193
frt,NULL,May,78,3839
dar,pplin102,Jan,89,1183.5
NULL,ljone104,Jun,99,1074
frt,juooli101,Jul,86,1132.67
gvv,jstro102,Sep,08,1285
kjh,jline104,Sep,10,2583
dew,pplin102,Dec,94,1037
ger,NULL,Feb,17,2327
hgg,mjone103,Jun,03,888.5
swe,mharr102,Jul,69,2278
der,NULL,Dec,82,4845
kjh,jstro102,Jun,00,1099.5
hgg,lsamme104,Oct,85,601.75
dbe,pharv102,Jun,87,3736
swe,kline103,Nov,84,1613.67
NULL,ljone104,Mar,69,1063.25
dar,lgime102,Dec,97,1654.33
sad,pharv102,Apr,94,976
glk,abera101,Feb,82,2114.5
faq,juooli101,Apr,19,1138.5
sad,lgime101,Dec,84,3142
dew,pplin102,Aug,77,1145.67
daw,mpede104,Nov,89,1109.25
gth,NULL,Nov,82,711.75
ger,pterv104,Sep,70,747.75
swe,hdaerr101,Apr,85,951.33
ddf,lgime103,May,81,2318.5
dar,lsamme104,Sep,94,1121
frt,jstro102,Feb,17,1539.67
frt,jstro104,Jun,18,1798
NULL,pharv102,Apr,98,1439.67
dar,jstro101,Sep,94,3903
gvv,mjone101,Dec,02,1866.5
ger,lgime103,Mar,68,2064.5
fgn,mharr103,Nov,69,1492
dbe,jstro104,Nov,74,2791
dbe,abera101,Jan,76,799.5
dew,hyera102,Nov,87,908
swe,lsamme104,Sep,76,528.25
dew,ljone104,May,19,2743
ger,gframe102,Jan,04,1203.75
faq,mharr103,Jul,11,878.33
NULL,mjone102,Apr,82,2277
saz,kline101,May,73,1066
der,mpete101,May,05,1694
ddf,gframe102,Feb,06,972
NULL,jstro102,Jul,81,1239
fed,jstro102,Aug,07,1266.67
gbn,mpete101,Jul,65,3424
faq,jstro102,May,84,1110.5
kjh,lgime102,Jun,78,733.75
swe,pterv104,Apr,05,909.33
hgg,jstro102,May,72,1078
gvv,mjone103,Jan,91,2366.5
dew,pharv103,Aug,17,914.33
gda,pharv102,Jun,90,1659
glk,mharr102,Dec,64,1502.67
fed,kline101,Jun,10,3188
fed,NULL,Aug,00,4478
daw,jstro102,Nov,96,743.67
saz,pharv101,Mar,01,1365.67
NULL,pharv103,Sep,12,1068.25
sdd,NULL,Oct,06,591.25
gvv,pterv104,Oct,79,1378.67
faq,abera101,Apr,11,1198
faq,mharr103,May,86,822.33
fgn,juooli101,Apr,89,1043.33
daw,hyera102,Sep,09,2345
gth,dfab103,Oct,16,2990
dew,jstro102,Dec,89,930
sdd,jstro104,Jun,93,4323
gvv,kline102,Feb,86,2228
daw,hyera102,Jul,94,1682.5
saz,pharm101,Aug,70,1482.33
gth,mpete101,Mar,84,4952
der,abera101,Oct,92,1226.33
ddf,mpede104,Oct,91,842.67
saz,mjone102,Aug,03,3518
gda,mpede104,Jan,98,2386
glk,mjone101,Dec,64,696
sad,jstro102,Apr,85,1151.25
saz,NULL,Dec,03,990.33
fed,mjone101,Aug,64,2103
faq,ljone104,Apr,95,3811
gbn,mharr101,Jun,13,1247.5
gvv,jstro102,Oct,09,559.75
kjh,NULL,Nov,91,1055.25
dew,pharv103,Dec,92,2175
NULL,abera101,Jul,85,2051
kjh,mjone102,Mar,03,1499
fed,gframe102,Apr,86,3268
swe,pharv101,Feb,65,3370
frt,abera101,Aug,70,1218.5
gda,lgime102,Nov,72,3117
NULL,abera101,Aug,79,1332
hgg,jline104,Nov,03,2430.5
gvv,mpete101,Jun,76,646
frt,pterv104,Mar,94,3720
NULL,dfab103,Oct,86,1920
gbn,mpete101,Mar,66,1340
dbe,pharv101,Apr,91,1651.33
gbn,kline101,Oct,67,564.25
sdd,kline101,Apr,80,2299.5
gda,ljone104,Apr,88,3802
daw,gframe102,May,79,755.25
dar,jstro102,Oct,11,4172
ger,pharv103,Dec,16,2050
fed,hyera102,Jul,87,1037
NULL,lgime101,Jul,76,1922
frt,lgime102,Apr,95,676.67
dar,kline101,Mar,08,876.25
fgn,pterv104,Apr,87,4506
gvv,kline103,Dec,72,1473.5
dbe,juooli101,Oct,85,2928
sad,mharr103,Jun,02,4522
gbn,mpete101,May,01,1337
gda,juooli101,Aug,05,3526
fgn,jstro104,Jan,86,538
der,lsamme104,Mar,73,3730
ddf,lgime102,Sep,10,894.25
kjh,NULL,Mar,67,1433.67
gvv,pharm101,Aug,18,1021.67
glk,mjone101,Apr,78,1435.33
sad,kline103,Sep,00,697.75
NULL,jstro102,Jun,92,2493
dbe,pplin102,Dec,77,912
fgn,mpede104,Aug,65,869.75
frt,kline103,Aug,98,1909
frt,pterv104,Apr,04,504.25
hgg,mjone102,Mar,79,1200.5
der,mjone101,Oct,64,2255.5
daw,kline103,Apr,95,671
gbn,jstro101,Oct,71,1403
der,pharv102,Jan,01,3377
gth,pharv102,May,16,4480
sad,mpede104,Jul,03,1655.5
saz,pharm101,Mar,08,740.25
faq,pharv103,Oct,02,1123
dbe,mpete102,Aug,99,1625
swe,pharm101,Oct,99,1527
gth,hdaerr101,May,09,1905.5
ddf,pplin102,Sep,97,1585
saz,jstro101,Sep,70,608.5
gvv,kline103,Dec,97,1905.5
gvv,jstro101,Jan,13,2099
dbe,mjone101,May,10,2120
hgg,NULL,Apr,67,944
dew,lsamme104,Jan,88,1108.25
glk,mjone101,Nov,65,875
swe,dfab103,May,83,1479.67
gbn,mharr101,Apr,75,1248.75
sdd,pharv102,Sep,80,1223
sdd,hyera102,Sep,67,1239
NULL,lgime102,Dec,77,1085.33
der,jline104,Feb,13,3808
fgn,jstro104,Jul,04,2188.5
sad,jstro102,Aug,19,1541.5
gda,mpede104,Jun,94,602.75
gda,mpete101,Sep,16,1426
daw,NULL,Jul,07,2309
fed,mpete103,Jan,10,1398
faq,mharr101,Aug,89,684.33
glk,pharv102,Nov,70,984
NULL,jstro104,Dec,06,1150.67
daw,hyera102,May,93,2576
gda,mjone101,Nov,17,1015
gvv,mpete103,Oct,70,891.25
gbn,lsamme104,Jun,67,604.5
ddf,mharr102,Mar,77,1734
daw,lsamme104,Apr,69,2095.5
ddf,dfab103,Mar,64,541.5
gvv,mharr103,May,06,991.67
gth,jstro102,Oct,80,1114
gth,jline104,Sep,71,851
fgn,gframe102,Aug,99,1220.67
sad,mharr101,Aug,12,3809
fed,hyera102,Mar,15,2292.5
kjh,ljone104,Jul,71,4248
fgn,dfab103,Aug,94,1145.25
daw,dfab103,Apr,82,885.67
dar,jline104,Jan,72,3996
saz,jstro104,Apr,01,4725
glk,jstro102,Sep,65,1889
glk,lgime102,Jun,00,3957
hgg,mpete101,Jan,84,2955
sad,kline103,Apr,66,1176
dar,jstro101,Jan,74,990.75
gvv,lgime103,May,98,689.33
swe,kline103,Dec,15,1342
fgn,mpede104,Feb,77,1555
dbe,mpede104,Aug,91,1873
kjh,jstro102,Jan,85,1087.33
hgg,NULL,Sep,10,1156.5
ger,jstro104,Oct,67,892.67
hgg,pharv102,Apr,18,2804
sdd,pharv101,Aug,72,716
gth,hdaerr101,May,72,897
ddf,lgime103,May,76,4599
faq,jstro102,Apr,18,4058
gvv,hdaerr101,Oct,97,818.5
dar,jstro104,May,65,1512
ger,dfab103,Jan,79,692
dbe,mpete101,May,96,1902
gth,jstro104,Nov,10,821.5
NULL,kline102,Jan,90,1133
der,kline103,Apr,93,1053.5
sad,ljone104,Dec,86,2474
swe,jline104,Jan,66,1231.33
gbn,pharm101,Feb,83,1003.67
NULL,pharv102,Jan,85,691.5
swe,jstro102,Dec,88,1456.67
dew,lgime102,Feb,67,1317.33
kjh,dfab103,Jun,08,713
fed,abera101,Nov,10,916
frt,mjone101,Nov,81,867.67
fgn,kline103,Jun,97,836.33
fed,ljone104,Jun,69,3990
gvv,mjone102,Aug,93,513.25
saz,mpete103,Oct,86,2378
kjh,pterv104,Jul,07,1630.33
dar,lgime102,Jun,80,2321
hgg,kline103,Feb,83,3694
gth,dfab103,Oct,84,3014
dew,kline102,Jun,69,720.67
ddf,mharr101,May,92,1511.5
faq,kline102,May,14,2388
dbe,mpete101,Jul,78,1679
gbn,pharv102,Mar,65,1041.33
saz,mpete102,Jul,95,821
glk,jstro104,Sep,88,694.5
gvv,jstro104,Jan,80,2759
dar,jstro101,Mar,85,2489
fed,ljone104,Sep,16,1009.5
glk,lsamme104,Nov,10,873.25
sdd,jstro102,Apr,77,2223.5
sdd,mpete101,May,10,1654.67
NULL,kline102,Nov,88,2407.5
der,pharv103,Apr,83,1970
gda,jline104,Feb,09,1122
NULL,kline103,Apr,79,786.75
fed,hdaerr101,Jan,77,858
ger,NULL,Apr,12,1312.33
fed,juooli101,Jul,66,975
gda,kline102,Dec,01,1003.25
gbn,kline103,Jul,64,1453
dew,juooli101,Jun,64,1175
kjh,pharm101,Jun,74,4629
ger,kline102,Mar,76,1244
der,NULL,Jun,64,995.5
dar,abera101,Apr,79,914
faq,jline104,Jul,79,1155.75
glk,gframe102,Jan,11,1623
gda,pharm101,Aug,92,1783.5
sdd,jstro102,Sep,90,740.25
daw,pplin102,Jan,69,665.25
sdd,jstro104,May,99,923.75
swe,jline104,May,92,1278
gth,pharv101,Jul,71,2242.5
gbn,pharv102,Jan,90,3750
dew,mharr101,Jul,95,642
dbe,NULL,Dec,75,1028.67
swe,jstro102,Jul,99,1446.33
dbe,mjone102,Sep,02,2638
gda,jstro104,Aug,69,1200
ger,pharv102,May,76,2475.5
ger,jstro102,Jul,03,3708
gvv,dfab103,Jul,08,1414.67
saz,hdaerr101,Nov,14,2717
gvv,kline103,May,19,2348
saz,kline101,Sep,65,1203
ger,gframe102,Apr,80,1143
fed,pharm101,Aug,08,863
dew,mpete101,Jul,65,1462.33
gda,NULL,Dec,89,2259
dew,abera101,Apr,85,2077
fgn,ljone104,Feb,18,1188.5
der,NULL,Jun,12,4754
ger,jline104,Apr,88,542.5
dew,jstro102,Jun,83,538.75
ddf,kline102,Dec,96,4671
kjh,kline103,May,90,1967
sdd,mharr101,Sep,18,2869
sad,pharm101,May,00,923.5
faq,mpete101,Aug,17,2358
NULL,NULL,Jan,09,1597.33
dbe,jstro102,Oct,02,1488.5
glk,jstro102,Feb,78,933
saz,pharv102,Feb,64,1081
daw,jstro104,Aug,10,527.75
kjh,dfab103,Jan,05,2863
gbn,pharv102,Mar,79,1223.5
gvv,pterv104,May,12,2272.5
sad,jstro104,Feb,92,4274
ger,hdaerr101,Dec,06,4111
faq,mpete101,Nov,79,998.75
gvv,dfab103,Feb,07,941.75
gvv,mpete103,Jan,03,942.5
frt,pplin102,May,16,4857
daw,abera101,Jul,05,1992
daw,NULL,Feb,19,764.75
sdd,pharv103,Jan,77,2251
sdd,NULL,Aug,75,3682
gbn,mjone102,Nov,84,1234.25
ddf,NULL,Jan,72,1237.67
NULL,jstro101,Jun,11,4411
faq,gframe102,Nov,77,747.75
gda,pplin102,Aug,69,1920
fgn,pharv102,Jul,89,2493.5
frt,pharv102,Mar,96,1213.25
sdd,pharv103,Jul,69,1234.5
gbn,jstro102,Mar,05,4236
fed,pharv103,Jun,66,2788
sad,mpete103,Sep,16,510.5
ddf,lgime102,Jul,66,1696.5
gth,pharv103,Jun,89,792
saz,jstro101,Apr,17,1141.5
sad,mpede104,Apr,16,1959.5
der,NULL,Jul,74,1841.5
saz,lsamme104,Mar,00,1559.5
dbe,hdaerr101,May,09,4195
sad,lgime102,May,94,3779
kjh,mjone102,Aug,92,2198
frt,pterv104,Sep,11,715.25
hgg,pterv104,Feb,69,3749
fgn,kline103,Jun,01,3614
gbn,jstro102,Nov,70,3804
swe,jline104,Dec,17,3277
saz,lgime101,Jun,15,1352
gda,jstro102,Nov,01,660.5
frt,mpete103,May,15,770
gvv,kline103,May,10,571.75
NULL,mjone101,Sep,81,2376
frt,pharm101,Nov,91,1378.5
der,NULL,Mar,86,2258
gth,mjone103,Apr,68,4521
der,kline102,Jan,93,824.25
dew,lgime102,Feb,72,3257
hgg,pterv104,Apr,71,4781
daw,mjone101,Jul,82,634.5
gvv,jstro102,May,08,2345.5
sdd,juooli101,Apr,79,1158.33
faq,hdaerr101,Sep,06,896.25
ddf,mpete101,Apr,70,551
daw,pharm101,Jan,02,1652.67
sad,kline103,Sep,75,3373
frt,abera101,Sep,96,1096.33
saz,mpede104,Aug,87,798
der,mjone103,Jul,96,3152
sdd,lgime101,Nov,78,1666.33
swe,pharv103,Jul,07,970.75
daw,pharv101,Aug,92,1383.67
ddf,dfab103,Jun,00,3382
gbn,lgime103,Sep,08,2207
hgg,mjone101,Feb,78,4946
saz,mjone101,Nov,65,1163.25
faq,jstro102,Jul,76,2880
gth,mpete103,Jan,13,796.25
gth,hyera102,Jan,08,1540.5
faq,jstro102,May,11,1047.33
glk,mharr101,Apr,74,1470.33
gbn,jstro102,Nov,99,3712
fgn,pplin102,Jul,88,2857
gbn,mpete101,May,03,1334.67
ger,jstro104,Oct,06,1243
fed,lgime102,Sep,14,4985
fgn,kline101,Apr,08,3765
der,NULL,Aug,02,1045.5
swe,jstro102,Aug,06,2359
swe,pharm101,Jun,93,1160.5
saz,mharr103,Oct,80,4847
dar,jstro102,May,16,3631
ger,pharm101,Aug,92,2530
fgn,jstro104,May,08,1599.67
NULL,jstro102,Aug,96,1154.25
gvv,NULL,Oct,78,840
swe,gframe102,Aug,98,1021.33
gbn,mharr102,Aug,07,881.33
swe,mharr101,Jun,64,3329
ddf,dfab103,Aug,08,1407.33
gbn,kline103,Feb,88,1097
faq,mjone103,Aug,05,1089.25
gbn,gframe102,Jan,89,2272.5
faq,pharv102,Nov,68,1503.67
swe,mjone101,Mar,70,956.75
NULL,pharm101,Dec,01,773.67
dar,mjone102,Oct,01,1418
frt,kline101,Mar,88,4868
gda,kline101,Apr,00,2108
glk,kline103,Oct,09,973
saz,pharv102,Oct,64,1231
NULL,dfab103,Sep,81,2182.5
dbe,mpete101,Jun,02,1575
ddf,NULL,Feb,73,1841
dar,lgime103,May,88,1563.5
faq,lgime102,Dec,67,4794
glk,pharv101,Nov,96,1246.5
sdd,jline104,Mar,82,1216.33
gda,mjone101,Feb,04,1238.67
gbn,juooli101,Jul,71,876.25
hgg,mharr103,Nov,72,2238.5
ger,jstro104,Aug,73,1554.67
kjh,kline102,Sep,86,1051
hgg,mjone101,Oct,74,2137
dbe,jstro104,Apr,15,3452
fed,jstro102,Oct,01,2016.5
dar,jline104,Jan,67,1054.75
gbn,lsamme104,Dec,76,4996
daw,jstro104,Jun,85,1567.5
gda,mjone102,Nov,16,2221
dew,mjone101,Dec,80,1013.5
NULL,mjone102,Dec,03,1099.33
glk,mjone101,Jun,85,735.5
NULL,jstro104,Sep,08,1663
dbe,lgime102,Apr,02,1198.5
gbn,gframe102,Jan,08,1334.67
gth,lgime102,May,81,1577.33
gbn,kline102,Nov,84,2282
frt,mharr101,Mar,66,2236.5
der,kline103,Aug,70,2668
hgg,jstro104,May,76,3298
sdd,NULL,Oct,88,1216.25
gth,pharv103,Feb,12,910.67
daw,jline104,May,98,720.5
dar,mpete102,Jul,97,4431
